Unnamed: 0,username,name,description,user_char,followers_count,following_agentid_list,previous_tweets,activity_vector
128,sunheamkh,𝒮𝓊𝓃𝒽𝑒𝒶𝓂 𝓀𝒽,Phnom Penh,TikTok user. Bio: Phnom Penh,3088,[],[],"[0.09, 0.0, 0.0, 0.0, 0.0, 0.06, 0.23, 0.51, 0.38, 0.26, 0.38, 0.46, 0.61, 0.48, 0.48, 0.6, 0.72, 0.84, 0.76, 0.72, 0.65, 0.41, 0.21, 0.12]"
129,s4375941,سيد نوب,راعي مشاكل😈,TikTok user. Bio: راعي مشاكل😈,355,[],[],"[0.06, 0.0, 0.02, 0.0, 0.06, 0.05, 0.24, 0.46, 0.36, 0.25, 0.43, 0.45, 0.57, 0.49, 0.47, 0.57, 0.74, 0.78, 0.83, 0.7, 0.59, 0.41, 0.19, 0.07]"
130,jesseeckel,˗ˏˋ  Jesse Eckel  ˊˎ˗,"🛡I Went From $0 Income To $1,000,000 In A Year And A Half","TikTok user. Bio: 🛡I Went From $0 Income To $1,000,000 In A Year And A Half",323400,[],[],"[0.06, 0.03, 0.06, 0.01, 0.05, 0.14, 0.29, 0.46, 0.65, 0.73, 0.72, 0.75, 0.83, 0.76, 0.91, 0.88, 0.87, 0.93, 0.94, 0.82, 0.74, 0.59, 0.41, 0.22]"
131,s.gyadendorji,sangay,"The art of being happy is to be satisfied with what u have.
           Buddha...","TikTok user. Bio: The art of being happy is to be satisfied with what u have.
           Buddha...",145,[],[],"[0.07, 0.06, 0.0, 0.02, 0.03, 0.01, 0.17, 0.48, 0.39, 0.33, 0.42, 0.49, 0.58, 0.46, 0.49, 0.57, 0.71, 0.76, 0.77, 0.71, 0.65, 0.37, 0.22, 0.1]"
132,patwickles_,Patrick,@patwickles,TikTok user. Bio: @patwickles,17900,[],[],"[0.13, 0.04, 0.08, 0.08, 0.08, 0.09, 0.35, 0.49, 0.63, 0.74, 0.65, 0.75, 0.81, 0.76, 0.95, 0.89, 0.88, 0.9, 0.94, 0.79, 0.67, 0.57, 0.37, 0.17]"
133,pato___________2,agua,unanse,TikTok user. Bio: unanse,135,[],[],"[0.04, 0.0, 0.0, 0.0, 0.0, 0.07, 0.17, 0.48, 0.41, 0.34, 0.39, 0.54, 0.58, 0.53, 0.52, 0.64, 0.66, 0.79, 0.8, 0.7, 0.6, 0.4, 0.19, 0.07]"
134,dye0cbi25ib9,@yyirgifxfyyu,soap,TikTok user. Bio: soap,226,[],[],"[0.08, 0.01, 0.02, 0.05, 0.03, 0.09, 0.22, 0.52, 0.36, 0.25, 0.37, 0.48, 0.56, 0.54, 0.48, 0.63, 0.68, 0.79, 0.76, 0.74, 0.63, 0.43, 0.22, 0.09]"
135,emmadestasio,em★,nyc,TikTok user. Bio: nyc,4415,[],[],"[0.73, 0.58, 0.37, 0.18, 0.14, 0.07, 0.0, 0.0, 0.05, 0.04, 0.02, 0.2, 0.55, 0.36, 0.34, 0.39, 0.46, 0.59, 0.47, 0.45, 0.61, 0.75, 0.82, 0.75]"
136,desleoren,𝑫𝒆𝒔𝒊𝒓𝒆𝒆 𝑳𝒆𝒐𝒓𝒆𝒏 ♡,"𝑫𝒆𝒔𝒊𝒓𝒆𝒆 𝑳𝒆𝒐𝒓𝒆𝒏 ♡ | ᴅᴜʙᴀɪ ✈

ig: @desleoren","TikTok user. Bio: 𝑫𝒆𝒔𝒊𝒓𝒆𝒆 𝑳𝒆𝒐𝒓𝒆𝒏 ♡ | ᴅᴜʙᴀɪ ✈

ig: @desleoren",6181,[],[],"[0.02, 0.0, 0.0, 0.0, 0.0, 0.04, 0.19, 0.5, 0.42, 0.26, 0.36, 0.5, 0.58, 0.53, 0.5, 0.56, 0.72, 0.75, 0.82, 0.67, 0.6, 0.37, 0.15, 0.05]"
137,rosa82cal,rosa,❤️❤️❤️ NELLA VITA NN È MAI TROPPO TARDI PER RICOMINCIARE ♥️♥️♥️,TikTok user. Bio: ❤️❤️❤️ NELLA VITA NN È MAI TROPPO TARDI PER RICOMINCIARE ♥️♥️♥️,13000,[],[],"[0.14, 0.01, 0.07, 0.07, 0.05, 0.1, 0.34, 0.46, 0.63, 0.69, 0.75, 0.83, 0.83, 0.82, 0.93, 0.85, 0.94, 0.9, 0.86, 0.81, 0.74, 0.63, 0.44, 0.2]"
138,dyloo123,d d d,hai,TikTok user. Bio: hai,49,[],[],"[0.07, 0.04, 0.0, 0.06, 0.04, 0.01, 0.19, 0.47, 0.44, 0.3, 0.39, 0.46, 0.64, 0.46, 0.47, 0.58, 0.75, 0.84, 0.82, 0.74, 0.56, 0.44, 0.16, 0.07]"
139,dyknqbrn71md,🌹💜FB:Mäk RäViñ💜🇰🇭,ចូលចិត្តលេងសេីច មិនចេះរឹកទេ,TikTok user. Bio: ចូលចិត្តលេងសេីច មិនចេះរឹកទេ,925,[],[],"[0.05, 0.05, 0.05, 0.06, 0.0, 0.02, 0.18, 0.48, 0.37, 0.26, 0.36, 0.49, 0.61, 0.47, 0.45, 0.57, 0.66, 0.84, 0.81, 0.69, 0.65, 0.38, 0.2, 0.09]"
140,a__________ast,ﻓۦٕۛ۬ﹷﺂﭰۦٕۛ۬ﮃآﻟۦٕۛ۬ﹷﮇآڪۦٕۛ۬ﹷﺮه,"عايشـيـن
بــرحمـة #اللــه.
رحمـة الــوادم #گضــت 💔😔","TikTok user. Bio: عايشـيـن
بــرحمـة #اللــه.
رحمـة الــوادم #گضــت 💔😔",131,[],[],"[0.07, 0.0, 0.0, 0.0, 0.0, 0.03, 0.16, 0.51, 0.37, 0.34, 0.44, 0.5, 0.58, 0.46, 0.46, 0.64, 0.73, 0.79, 0.75, 0.74, 0.6, 0.42, 0.23, 0.07]"
141,rm.jhope.suga,💜NATALIA💜,💜bts💜,TikTok user. Bio: 💜bts💜,1145,[],[],"[0.09, 0.02, 0.0, 0.0, 0.03, 0.02, 0.16, 0.52, 0.44, 0.27, 0.35, 0.51, 0.63, 0.47, 0.5, 0.59, 0.71, 0.8, 0.82, 0.68, 0.55, 0.44, 0.16, 0.13]"
142,p23947,ยัยแพนลี่,😎,TikTok user. Bio: 😎,845,[],[],"[0.09, 0.03, 0.03, 0.04, 0.0, 0.01, 0.23, 0.49, 0.39, 0.33, 0.43, 0.47, 0.56, 0.48, 0.51, 0.64, 0.71, 0.79, 0.85, 0.74, 0.63, 0.44, 0.16, 0.05]"
143,user356183936,Mou2,"tiktok ❤😘lover
proud to be bong","TikTok user. Bio: tiktok ❤😘lover
proud to be bong",246,[],[],"[0.07, 0.0, 0.01, 0.0, 0.02, 0.09, 0.15, 0.45, 0.37, 0.27, 0.45, 0.46, 0.56, 0.48, 0.51, 0.56, 0.71, 0.78, 0.78, 0.66, 0.62, 0.36, 0.17, 0.05]"
144,idalia04_,Idalia💞,"Snapchat: idalia0213
Instagram: @mishiii04","TikTok user. Bio: Snapchat: idalia0213
Instagram: @mishiii04",3231,[],[],"[0.01, 0.06, 0.01, 0.0, 0.03, 0.05, 0.2, 0.53, 0.42, 0.28, 0.41, 0.46, 0.63, 0.48, 0.51, 0.58, 0.75, 0.79, 0.79, 0.7, 0.65, 0.4, 0.22, 0.14]"
145,havenbaye,haven amick :),"I love you all 🫶🏻
🌴 Hawai’i | North Carolina 🐾
💌: haven.collabs@gmail.com","TikTok user. Bio: I love you all 🫶🏻
🌴 Hawai’i | North Carolina 🐾
💌: haven.collabs@gmail.com",19200,[],[],"[0.08, 0.0, 0.05, 0.01, 0.07, 0.13, 0.31, 0.48, 0.62, 0.7, 0.74, 0.81, 0.77, 0.76, 0.86, 0.94, 0.92, 0.89, 0.89, 0.8, 0.69, 0.64, 0.36, 0.21]"
146,kesismm,kesismm,"За осознанный подход без погони за трендами
Гайд по стратегии и прогревам👇🏼","TikTok user. Bio: За осознанный подход без погони за трендами
Гайд по стратегии и прогревам👇🏼",7546,[],[],"[0.05, 0.03, 0.0, 0.0, 0.0, 0.09, 0.19, 0.45, 0.44, 0.33, 0.41, 0.48, 0.65, 0.49, 0.52, 0.58, 0.72, 0.76, 0.82, 0.69, 0.62, 0.42, 0.2, 0.1]"
147,olmiee,olmimi,abone avem map fel back,TikTok user. Bio: abone avem map fel back,1254,[],[],"[0.04, 0.03, 0.0, 0.03, 0.05, 0.09, 0.19, 0.46, 0.4, 0.31, 0.41, 0.52, 0.55, 0.55, 0.45, 0.6, 0.67, 0.83, 0.78, 0.67, 0.57, 0.35, 0.17, 0.08]"
148,olynd23,Aurelia Nae,Mari berteman ☺,TikTok user. Bio: Mari berteman ☺,1467,[],[],"[0.06, 0.0, 0.0, 0.0, 0.02, 0.06, 0.17, 0.54, 0.44, 0.34, 0.42, 0.51, 0.63, 0.45, 0.51, 0.58, 0.68, 0.79, 0.77, 0.69, 0.61, 0.39, 0.2, 0.12]"
149,om264227,ombhawar,"
I am dancing star ","TikTok user. Bio: 
I am dancing star ",91,[],[],"[0.09, 0.07, 0.05, 0.04, 0.05, 0.09, 0.2, 0.49, 0.41, 0.26, 0.39, 0.54, 0.56, 0.54, 0.47, 0.57, 0.75, 0.85, 0.83, 0.74, 0.61, 0.44, 0.16, 0.14]"
150,om_asis,Om_Asis 2 🍻 🦂,Wong Cirebon 🥰,TikTok user. Bio: Wong Cirebon 🥰,3836,[],[],"[0.09, 0.0, 0.05, 0.03, 0.03, 0.05, 0.25, 0.54, 0.36, 0.33, 0.36, 0.51, 0.56, 0.47, 0.49, 0.57, 0.75, 0.79, 0.82, 0.7, 0.6, 0.4, 0.19, 0.11]"
151,u2ei_,هليل الطواله ♛,"إن لم تجمعنا الأيام جمعتنا الذكريات 
وإن لم تراك العين فالقلب لن ينساك","TikTok user. Bio: إن لم تجمعنا الأيام جمعتنا الذكريات 
وإن لم تراك العين فالقلب لن ينساك",1349,[],[],"[0.08, 0.0, 0.0, 0.04, 0.02, 0.08, 0.25, 0.53, 0.39, 0.3, 0.41, 0.51, 0.65, 0.49, 0.47, 0.65, 0.66, 0.84, 0.84, 0.71, 0.64, 0.35, 0.2, 0.14]"
152,_podd3,Kavindu Shavinda,Just Do Whatever Makes You Happy 🍃❤️,TikTok user. Bio: Just Do Whatever Makes You Happy 🍃❤️,27,[],[],"[0.09, 0.04, 0.0, 0.0, 0.0, 0.04, 0.16, 0.48, 0.43, 0.27, 0.4, 0.47, 0.56, 0.47, 0.49, 0.62, 0.69, 0.84, 0.82, 0.72, 0.6, 0.39, 0.16, 0.09]"
153,alomktm69,alom,Pemburu Sahabat dimana aku berada...Kau adalah aku  ..aku adalah kau...,TikTok user. Bio: Pemburu Sahabat dimana aku berada...Kau adalah aku  ..aku adalah kau...,4126,[],[],"[0.01, 0.02, 0.01, 0.0, 0.01, 0.08, 0.17, 0.5, 0.4, 0.28, 0.43, 0.51, 0.63, 0.49, 0.52, 0.61, 0.67, 0.77, 0.81, 0.67, 0.64, 0.35, 0.21, 0.13]"
154,alissakakus,Alissa_1567,💜BTS💜,TikTok user. Bio: 💜BTS💜,1424,[],[],"[0.05, 0.03, 0.03, 0.06, 0.05, 0.08, 0.22, 0.51, 0.44, 0.31, 0.36, 0.53, 0.59, 0.5, 0.52, 0.64, 0.73, 0.78, 0.76, 0.75, 0.62, 0.42, 0.22, 0.06]"
155,emma.guillot,𝔼𝕞𝕞𝕒 ✰,"Toulouse
Dieppe 
privé : _bbyem_","TikTok user. Bio: Toulouse
Dieppe 
privé : _bbyem_",1016,[],[],"[0.07, 0.06, 0.0, 0.02, 0.0, 0.02, 0.17, 0.5, 0.36, 0.34, 0.39, 0.5, 0.62, 0.53, 0.5, 0.63, 0.69, 0.82, 0.79, 0.72, 0.55, 0.36, 0.15, 0.08]"
156,brwyrr25bet99496,ธวัช เเซ่ตั้ง,"🖤อยากรู้ด้านจักด้านไหนก็เอาด้านนั้นมาแรก🥰
(เขตติดต่อชัยภูมิ โคราช)
ไทย+จีน","TikTok user. Bio: 🖤อยากรู้ด้านจักด้านไหนก็เอาด้านนั้นมาแรก🥰
(เขตติดต่อชัยภูมิ โคราช)
ไทย+จีน",188,[],[],"[0.03, 0.03, 0.0, 0.0, 0.01, 0.08, 0.23, 0.53, 0.38, 0.29, 0.37, 0.48, 0.6, 0.49, 0.45, 0.61, 0.66, 0.79, 0.81, 0.67, 0.62, 0.38, 0.18, 0.08]"
157,nikhil_sty,Nikhil sty,"follow me on INSTAGRAM and👆YOUTUBE 
for more fun😁😍LUV U ALL 🥰guys😍","TikTok user. Bio: follow me on INSTAGRAM and👆YOUTUBE 
for more fun😁😍LUV U ALL 🥰guys😍",701500,[],[],"[0.13, 0.06, 0.03, 0.03, 0.07, 0.11, 0.27, 0.5, 0.59, 0.67, 0.73, 0.79, 0.84, 0.85, 0.86, 0.88, 0.9, 0.88, 0.92, 0.85, 0.66, 0.61, 0.43, 0.23]"
158,xrcuhpk,drxf,🙋‍♂️,TikTok user. Bio: 🙋‍♂️,5536,[],[],"[0.01, 0.0, 0.02, 0.02, 0.03, 0.08, 0.22, 0.52, 0.35, 0.29, 0.36, 0.55, 0.63, 0.47, 0.48, 0.64, 0.68, 0.83, 0.84, 0.67, 0.58, 0.45, 0.25, 0.12]"
159,soumyadas8787,Soumya Ranjan Das,"❤ Love 💕You All ❤ 
 🎸My Tiktok Frends🎸
🇮🇳Kendrapara Toka🇮🇳
   🙏Odisha🙏","TikTok user. Bio: ❤ Love 💕You All ❤ 
 🎸My Tiktok Frends🎸
🇮🇳Kendrapara Toka🇮🇳
   🙏Odisha🙏",1007,[],[],"[0.07, 0.17, 0.54, 0.43, 0.34, 0.45, 0.51, 0.58, 0.48, 0.48, 0.58, 0.71, 0.8, 0.79, 0.65, 0.57, 0.37, 0.19, 0.09, 0.08, 0.0, 0.0, 0.01, 0.0]"
160,soso___10kx,اميـᬼ👸🏻ᬼـرتهم,ڪثࢪۿ ﭑݪمقݪډېڼ ، ټـ؏ـڼې ﭑڼڼـې ﭑݪٱفضݪ ډٱئماً 🖤,TikTok user. Bio: ڪثࢪۿ ﭑݪمقݪډېڼ ، ټـ؏ـڼې ﭑڼڼـې ﭑݪٱفضݪ ډٱئماً 🖤,77,[],[],"[0.08, 0.0, 0.0, 0.0, 0.02, 0.07, 0.17, 0.49, 0.38, 0.32, 0.44, 0.54, 0.59, 0.46, 0.46, 0.64, 0.7, 0.8, 0.77, 0.7, 0.62, 0.45, 0.25, 0.1]"
161,simbaelviejito,Simba,En recuerdo de Simba 💫🖤,TikTok user. Bio: En recuerdo de Simba 💫🖤,14800,[],[],"[0.14, 0.04, 0.04, 0.01, 0.02, 0.11, 0.34, 0.54, 0.62, 0.67, 0.7, 0.77, 0.82, 0.81, 0.91, 0.94, 0.89, 0.93, 0.9, 0.77, 0.71, 0.57, 0.39, 0.22]"
162,sharonlmakeup,Sharonlmakeup,"Mua 💄
Follow my ig: @sharonlmakeup
eMail: sharonlmakeupp@gmail.com","TikTok user. Bio: Mua 💄
Follow my ig: @sharonlmakeup
eMail: sharonlmakeupp@gmail.com",31400,[],[],"[0.08, 0.08, 0.09, 0.07, 0.08, 0.14, 0.32, 0.48, 0.58, 0.72, 0.7, 0.85, 0.85, 0.84, 0.88, 0.92, 0.86, 0.9, 0.87, 0.84, 0.75, 0.56, 0.39, 0.24]"
163,flycrunchyt,FlyCrunch,"🐷MINECRAFT CONTENT🐷
📧Business email: flycrunch32@gmail.com📧
⬇️MY WISHLIST⬇️","TikTok user. Bio: 🐷MINECRAFT CONTENT🐷
📧Business email: flycrunch32@gmail.com📧
⬇️MY WISHLIST⬇️",64600,[],[],"[0.12, 0.05, 0.04, 0.03, 0.08, 0.05, 0.33, 0.51, 0.57, 0.69, 0.68, 0.77, 0.84, 0.83, 0.92, 0.94, 0.94, 0.87, 0.93, 0.84, 0.66, 0.6, 0.41, 0.17]"
164,otismanley,otismanley25,"Shower the people you love with love ❤️

Follow my insta: Otisjamesleonardmanley","TikTok user. Bio: Shower the people you love with love ❤️

Follow my insta: Otisjamesleonardmanley",12300,[],[],"[0.09, 0.03, 0.03, 0.08, 0.05, 0.12, 0.26, 0.53, 0.6, 0.67, 0.71, 0.78, 0.76, 0.75, 0.95, 0.89, 0.94, 0.92, 0.88, 0.81, 0.72, 0.63, 0.44, 0.22]"
165,95sonu0,sonu,"civil engineering student
pahadi 😎
#uk_05❤❤","TikTok user. Bio: civil engineering student
pahadi 😎
#uk_05❤❤",18,[],[],"[0.08, 0.02, 0.05, 0.06, 0.06, 0.04, 0.07, 0.26, 0.24, 0.18, 0.33, 0.37, 0.47, 0.64, 0.74, 0.82, 0.92, 0.95, 0.83, 0.77, 0.71, 0.47, 0.22, 0.13]"
166,0.0ada,🧸,"93:7
18","TikTok user. Bio: 93:7
18",3327,[],[],"[0.03, 0.05, 0.04, 0.0, 0.04, 0.06, 0.21, 0.52, 0.45, 0.34, 0.4, 0.48, 0.56, 0.5, 0.47, 0.63, 0.68, 0.83, 0.77, 0.68, 0.63, 0.42, 0.19, 0.08]"
167,atypicalfam,atypicalfam,"Tampa & Nashville
We’re Just Winging It
📧atypicalfam615@gmail.com","TikTok user. Bio: Tampa & Nashville
We’re Just Winging It
📧atypicalfam615@gmail.com",123000,[],[],"[0.14, 0.02, 0.03, 0.03, 0.1, 0.15, 0.3, 0.53, 0.63, 0.72, 0.72, 0.83, 0.8, 0.8, 0.93, 0.89, 0.89, 0.92, 0.91, 0.76, 0.7, 0.6, 0.4, 0.18]"
168,basketballsoul007,niiss,"⚡️⚡️⚡️1-2-3-4-5-6-7⚡️⚡️⚡️
7 masters with top speed in different fields 
👇🏾👇🏾","TikTok user. Bio: ⚡️⚡️⚡️1-2-3-4-5-6-7⚡️⚡️⚡️
7 masters with top speed in different fields 
👇🏾👇🏾",295600,[],[],"[0.11, 0.05, 0.02, 0.03, 0.08, 0.12, 0.32, 0.5, 0.64, 0.75, 0.73, 0.84, 0.79, 0.83, 0.91, 0.9, 0.94, 0.94, 0.93, 0.79, 0.67, 0.59, 0.4, 0.17]"
169,darlingfinch,Finch,"✉️/PayPal: finchjael@gmail.com
19, MI","TikTok user. Bio: ✉️/PayPal: finchjael@gmail.com
19, MI",514500,[],[],"[0.12, 0.09, 0.07, 0.01, 0.05, 0.14, 0.27, 0.45, 0.57, 0.66, 0.69, 0.82, 0.79, 0.8, 0.87, 0.91, 0.85, 0.93, 0.87, 0.77, 0.73, 0.56, 0.39, 0.17]"
170,ayebarbieee,JENZ,"𝐼𝒢:  𝒢𝓇𝑒𝓎𝓏𝑒𝓇𝑒𝑒
𝐹𝐵: 𝒥𝑒𝓃𝓏𝓎 𝒫𝓁𝑒𝓃𝑜 ♡

BIGO ID: itsmetayamz","TikTok user. Bio: 𝐼𝒢:  𝒢𝓇𝑒𝓎𝓏𝑒𝓇𝑒𝑒
𝐹𝐵: 𝒥𝑒𝓃𝓏𝓎 𝒫𝓁𝑒𝓃𝑜 ♡

BIGO ID: itsmetayamz",179800,[],[],"[0.06, 0.02, 0.03, 0.05, 0.06, 0.1, 0.32, 0.45, 0.64, 0.7, 0.72, 0.78, 0.79, 0.84, 0.92, 0.91, 0.85, 0.88, 0.92, 0.84, 0.71, 0.57, 0.36, 0.22]"
171,lightskinzack,lightskinzack,"Positivity always wins💫 
Management: CriticalRepresentation@gmail.com
Insta 🔝","TikTok user. Bio: Positivity always wins💫 
Management: CriticalRepresentation@gmail.com
Insta 🔝",834400,[],[],"[0.12, 0.09, 0.06, 0.08, 0.02, 0.07, 0.31, 0.52, 0.61, 0.72, 0.67, 0.77, 0.76, 0.83, 0.88, 0.87, 0.89, 0.9, 0.93, 0.76, 0.73, 0.56, 0.43, 0.16]"
172,billiebitches,billiebitches,"14/03/2020 
14.5K babies🥺","TikTok user. Bio: 14/03/2020 
14.5K babies🥺",13400,[],[],"[0.06, 0.01, 0.03, 0.07, 0.06, 0.14, 0.28, 0.48, 0.58, 0.7, 0.72, 0.82, 0.76, 0.82, 0.87, 0.93, 0.86, 0.86, 0.87, 0.76, 0.7, 0.64, 0.41, 0.2]"
173,bellewoghirenn,annabelle,"Intersectional Justice, Equity & Anti-Racism
Educator, Speaker, DEI Practitioner","TikTok user. Bio: Intersectional Justice, Equity & Anti-Racism
Educator, Speaker, DEI Practitioner",191500,[],[],"[0.06, 0.07, 0.05, 0.06, 0.06, 0.13, 0.29, 0.52, 0.56, 0.7, 0.69, 0.77, 0.85, 0.78, 0.89, 0.93, 0.92, 0.92, 0.93, 0.85, 0.71, 0.64, 0.42, 0.18]"
174,gctvchtxxh,😳😳,No bio yet,TikTok user. Bio: No bio yet,10,[],[],"[0.05, 0.06, 0.0, 0.0, 0.01, 0.01, 0.23, 0.53, 0.44, 0.26, 0.38, 0.51, 0.65, 0.46, 0.47, 0.6, 0.72, 0.76, 0.81, 0.74, 0.64, 0.44, 0.17, 0.09]"
175,dalatnails,LE T MINH HIEN,Facebook: Le T Minh Hien (Dalat Nails),TikTok user. Bio: Facebook: Le T Minh Hien (Dalat Nails),20600,[],[],"[0.13, 0.03, 0.06, 0.06, 0.0, 0.15, 0.3, 0.48, 0.64, 0.65, 0.69, 0.77, 0.82, 0.78, 0.89, 0.95, 0.92, 0.91, 0.9, 0.83, 0.65, 0.59, 0.44, 0.17]"
176,divulgadorzonasulsp,user3655882158916,"aqui vc verá coisas aleatórias para vcs verem.
vcs que querem divulgar seus post","TikTok user. Bio: aqui vc verá coisas aleatórias para vcs verem.
vcs que querem divulgar seus post",261,[],[],"[0.04, 0.0, 0.0, 0.04, 0.05, 0.09, 0.19, 0.51, 0.39, 0.27, 0.37, 0.55, 0.58, 0.48, 0.48, 0.57, 0.75, 0.78, 0.84, 0.74, 0.58, 0.39, 0.17, 0.1]"
177,djaalabmessoud,مسعود المسيلي 28,شركةريح🌪️جامي طيح 💪,TikTok user. Bio: شركةريح🌪️جامي طيح 💪,9586,[],[],"[0.05, 0.05, 0.0, 0.0, 0.0, 0.06, 0.2, 0.48, 0.42, 0.29, 0.42, 0.5, 0.62, 0.52, 0.46, 0.59, 0.71, 0.81, 0.77, 0.72, 0.61, 0.44, 0.24, 0.1]"
178,aot011,Anime>>,Resto fedele ❤️ come neima è rimasto fedele al quartiere,TikTok user. Bio: Resto fedele ❤️ come neima è rimasto fedele al quartiere,78,[],[],"[0.05, 0.0, 0.03, 0.03, 0.05, 0.1, 0.21, 0.54, 0.44, 0.25, 0.36, 0.45, 0.59, 0.48, 0.53, 0.58, 0.73, 0.76, 0.83, 0.69, 0.64, 0.44, 0.22, 0.08]"
179,nickomeal,Nicole. 🫧,SÍGUEME EN MIS REDES 👇🏻,TikTok user. Bio: SÍGUEME EN MIS REDES 👇🏻,188000,[],[],"[0.15, 0.03, 0.09, 0.08, 0.04, 0.09, 0.33, 0.52, 0.64, 0.72, 0.72, 0.82, 0.77, 0.84, 0.92, 0.91, 0.91, 0.94, 0.94, 0.8, 0.65, 0.62, 0.43, 0.25]"
180,devtomarji87,It's dev tomar 😘😘,"Haryana k Balak😎
Suthre 🤗ni gach 😋
Hoya kre😘😍😋
🤫🤭💪💪👈","TikTok user. Bio: Haryana k Balak😎
Suthre 🤗ni gach 😋
Hoya kre😘😍😋
🤫🤭💪💪👈",9498,[],[],"[0.06, 0.0, 0.03, 0.0, 0.05, 0.05, 0.19, 0.46, 0.43, 0.31, 0.39, 0.53, 0.58, 0.52, 0.45, 0.57, 0.67, 0.82, 0.79, 0.67, 0.59, 0.43, 0.2, 0.07]"
181,m_a_n_i_s_h_dabhi9012,Mr Dabhi_,"G.j 27
Mr આંબાહોટલ વાળા
🥰🥰🥰🥰","TikTok user. Bio: G.j 27
Mr આંબાહોટલ વાળા
🥰🥰🥰🥰",10100,[],[],"[0.1, 0.01, 0.06, 0.04, 0.02, 0.07, 0.28, 0.48, 0.62, 0.72, 0.69, 0.83, 0.85, 0.77, 0.94, 0.9, 0.95, 0.89, 0.88, 0.78, 0.71, 0.56, 0.35, 0.19]"
182,dianac429,Diana Rodriguez,Dasha y Logan 😍,TikTok user. Bio: Dasha y Logan 😍,402,[],[],"[0.09, 0.0, 0.0, 0.04, 0.06, 0.03, 0.24, 0.5, 0.41, 0.33, 0.41, 0.46, 0.65, 0.51, 0.45, 0.61, 0.68, 0.83, 0.76, 0.7, 0.61, 0.43, 0.16, 0.08]"
183,doru___emyr,❗DORU🤍&❤️EMYR❗,0753813299,TikTok user. Bio: 0753813299,2248,[],[],"[0.08, 0.06, 0.05, 0.01, 0.0, 0.06, 0.17, 0.52, 0.37, 0.33, 0.36, 0.5, 0.58, 0.47, 0.55, 0.59, 0.68, 0.84, 0.84, 0.71, 0.61, 0.39, 0.22, 0.08]"
184,dp_fida,user8618497498451,No bio yet,TikTok user. Bio: No bio yet,5,[],[],"[0.01, 0.02, 0.06, 0.0, 0.0, 0.01, 0.21, 0.51, 0.43, 0.29, 0.4, 0.48, 0.57, 0.53, 0.53, 0.62, 0.74, 0.82, 0.77, 0.69, 0.65, 0.41, 0.23, 0.14]"
185,dozhatee_,15 SEPTEMBER GUE ULTAH,Random enak kali cuk,TikTok user. Bio: Random enak kali cuk,404,[],[],"[0.01, 0.02, 0.0, 0.03, 0.0, 0.02, 0.22, 0.54, 0.43, 0.32, 0.37, 0.49, 0.64, 0.52, 0.49, 0.63, 0.72, 0.75, 0.79, 0.68, 0.63, 0.44, 0.15, 0.06]"
186,5bl4l,الہٰمهيٰبٰٰ ☆,🇮🇶⃤ＩＲＡＱ 🇮🇶⃤ＩＲＡＱ 🇮🇶⃤ＩＲＡＱ 🇮🇶⃤ＩＲＡＱ 🇮🇶⃤ＩＲＡ,TikTok user. Bio: 🇮🇶⃤ＩＲＡＱ 🇮🇶⃤ＩＲＡＱ 🇮🇶⃤ＩＲＡＱ 🇮🇶⃤ＩＲＡＱ 🇮🇶⃤ＩＲＡ,28900,[],[],"[0.1, 0.07, 0.05, 0.09, 0.07, 0.11, 0.27, 0.48, 0.62, 0.75, 0.75, 0.81, 0.76, 0.82, 0.92, 0.88, 0.88, 0.89, 0.88, 0.83, 0.66, 0.64, 0.42, 0.2]"
187,5cw3,عميره,❤️‍🩹🥹,TikTok user. Bio: ❤️‍🩹🥹,34,[],[],"[0.04, 0.02, 0.0, 0.03, 0.03, 0.08, 0.19, 0.46, 0.4, 0.32, 0.42, 0.52, 0.56, 0.52, 0.51, 0.57, 0.65, 0.85, 0.79, 0.7, 0.64, 0.37, 0.2, 0.09]"
188,_rzlhanafi,Rzl,Mendokumentasikan diri aja,TikTok user. Bio: Mendokumentasikan diri aja,351,[],[],"[0.05, 0.05, 0.02, 0.0, 0.04, 0.03, 0.18, 0.49, 0.36, 0.34, 0.43, 0.55, 0.61, 0.52, 0.48, 0.64, 0.72, 0.79, 0.8, 0.66, 0.56, 0.36, 0.18, 0.05]"
189,the_vora_13,Shreyas patel,jay hind jay bharat 🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳,TikTok user. Bio: jay hind jay bharat 🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳,621,[],[],"[0.07, 0.17, 0.46, 0.39, 0.34, 0.4, 0.49, 0.57, 0.47, 0.5, 0.63, 0.69, 0.84, 0.81, 0.74, 0.62, 0.36, 0.21, 0.08, 0.04, 0.01, 0.05, 0.01, 0.01]"
